ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification,Base Market Value,bb_ticker,bb_exch,sec_type,figi_name
CH0126881561,B545MG5,Swiss Re AG,CHF,59130.0,0.046527,Switzerland,138.75,Financials,Insurance,9956055.0,SREN,SW,Common Stock,SWISS RE AG
JP3811000003,6356707,Fujikura Ltd,JPY,314600.0,0.046247,Japan,4952.0,Industrials,Electrical Equipment,9896135.0,5803,JP,Common Stock,FUJIKURA LTD
US0533321024,2065955,AutoZone Inc.,USD,3461.0,0.046182,United States,2855.31,Consumer Discretionary,Specialty Retail,9882228.0,AZO,US,Common Stock,AUTOZONE INC
JP3837800006,6441506,HOYA CORPORATION,JPY,68700.0,0.0461,Japan,22605.0,Health Care,Health Care Equipment & Supplies,9864783.0,7741,JP,Common Stock,HOYA CORP
CH0014852781,7437805,Swiss Life Holding AG,CHF,8795.0,0.046096,Switzerland,924.2,Financials,Insurance,9863891.0,SLHN,SW,Common Stock,SWISS LIFE HOLDING AG-REG
JP3404600003,6858946,Sumitomo Corporation,JPY,864000.0,0.046064,Japan,1796.0,Industrials,Trading Companies & Distributors,9857036.0,8053,JP,Common Stock,SUMITOMO CORP
BRVALEACNOR0,2196286,Vale S.A.,BRL,691999.0,0.045967,Brazil,73.37,Materials,Metals & Mining,9836289.0,VALE3,BZ,Common Stock,VALE SA
FR0000121667,7212477,EssilorLuxottica SA,EUR,61699.0,0.045938,France,139.0,Health Care,Health Care Equipment & Supplies,9829996.0,EL,FP,Common Stock,ESSILORLUXOTTICA
GB0002374006,0237400,Diageo plc,GBP,457342.0,0.045863,United Kingdom,16.06,Consumer Staples,Beverages,9813904.0,DGE,LN,Common Stock,DIAGEO PLC
US5024311095,BK9DTN5,L3Harris Technologies Inc,USD,39683.0,0.045859,United States,247.29,Industrials,Aerospace & Defense,9813209.0,LHX,US,Common Stock,L3HARRIS TECHNOLOGIES INC
DE0007037129,4768962,RWE AG,EUR,141290.0,0.045742,Germany,60.44,Utilities,Independent Power And Renewable Electricity Producers,9788053.0,RWE,GY,Common Stock,RWE AG
US46266C1053,BDR73G1,IQVIA Holdings Inc,USD,36652.0,0.045633,United States,266.42,Health Care,Life Sciences Tools & Services,9764826.0,IQV,US,Common Stock,IQVIA HOLDINGS INC
AU000000TCL6,6200882,Transurban Group Ltd.,AUD,1035676.0,0.045624,Australia,13.26,Industrials,Transportation Infrastructure,9762836.0,TCL,AU,Stapled Security,TRANSURBAN GROUP
ZAE000066304,6606996,FirstRand Limited,ZAR,1678135.0,0.045149,South Africa,93.87,Financials,Financial Services,9661241.0,FSR,SJ,Common Stock,FIRSTRAND LTD
GB0007908733,0790873,SSE PLC,GBP,296892.0,0.045085,United Kingdom,24.32,Utilities,Electric Utilities,9647555.0,SSE,LN,Common Stock,SSE PLC
IL0006290147,B0202H8,Teva Pharmaceutical Industries Limited,USD,247195.0,0.04503,Israel,38.98,Health Care,Pharmaceuticals,9635661.0,TEVA,IT,Common Stock,TEVA PHARMACEUTICAL IND LTD
DE000ENAG999,4942904,E.ON SE,EUR,483881.0,0.045021,Germany,17.37,Utilities,Multi-Utilities,9633827.0,EOAN,GY,Common Stock,E.ON SE
JP3200450009,6661144,ORIX Corporation,JPY,246400.0,0.044955,Japan,6146.0,Financials,Financial Services,9619656.0,8591,JP,Common Stock,ORIX CORP
US7739031091,2754060,Rockwell Automation Inc.,USD,23079.0,0.044826,United States,415.62,Industrials,Electrical Equipment,9592094.0,ROK,US,Common Stock,ROCKWELL AUTOMATION INC
CA8667961053,2566124,Sun Life Financial Inc.,CAD,118004.0,0.044796,Canada,113.79,Financials,Insurance,9585719.0,SLF,CN,Common Stock,SUN LIFE FINANCIAL INC
US6745991058,2655408,Occidental Petroleum Corporation,USD,162673.0,0.044731,United States,58.84,Energy,Oil Gas & Consumable Fuels,9571679.0,OXY,US,Common Stock,OCCIDENTAL PETROLEUM CORP
NL0000334118,5165294,ASM International N.V.,EUR,10238.0,0.044628,Netherlands,813.8,Information Technology,Semiconductors & Semiconductor Equipment,9549777.0,ASM,,Common Stock,ASM INTERNATIONAL NV
US9224751084,BFH3N85,Veeva Systems Inc. Class A,USD,36302.0,0.044144,United States,260.21,Health Care,Health Care Technology,9446143.0,VEEV,US,Common Stock,VEEVA SYSTEMS INC-CLASS A
GB00BLGZ9862,BLGZ986,Tesco PLC,GBP,1477826.0,0.043942,United Kingdom,4.762,Consumer Staples,Consumer Staples Distribution & Retail,9403032.0,TSCO,LN,Common Stock,TESCO PLC
AU0000224040,BMGT167,Woodside Energy Group Ltd,AUD,406050.0,0.043734,Australia,32.42,Energy,Oil Gas & Consumable Fuels,9358387.0,WDS,AU,Common Stock,WOODSIDE ENERGY GROUP LTD
CA15135U1093,B57FG04,Cenovus Energy Inc.,CAD,286751.0,0.043642,Canada,45.62,Energy,Oil Gas & Consumable Fuels,9338650.0,CVE,CN,Common Stock,CENOVUS ENERGY INC
US0527691069,2065159,Autodesk Inc.,USD,42804.0,0.043397,United States,216.95,Information Technology,Software,9286328.0,ADSK,US,Common Stock,AUTODESK INC
US30161N1019,2670519,Exelon Corporation,USD,219780.0,0.043209,United States,42.07,Utilities,Electric Utilities,9246145.0,EXC,US,Common Stock,EXELON CORP
AU000000RIO1,6220103,Rio Tinto Limited,AUD,77437.0,0.043089,Australia,167.49,Materials,Metals & Mining,9220319.0,RIO,AU,Common Stock,RIO TINTO LTD
US29476L1070,2319157,Vivmark Residential,USD,150132.0,0.042952,United States,61.22,Real Estate,Residential Reits,9191081.0,VMRK,US,REIT,VIVMARK RESIDENTIAL
CA94106B1013,BYVG1F6,Waste Connections Inc.,USD,58963.0,0.042801,United States,155.33,Industrials,Commercial Services & Supplies,9158723.0,WCN,US,Common Stock,WASTE CONNECTIONS INC
US04626A1034,BMTQ7V2,Astera Labs Inc.,USD,30112.0,0.042673,United States,303.25,Information Technology,Semiconductors & Semiconductor Equipment,9131464.0,ALAB,US,Common Stock,ASTERA LABS INC
CH0114405324,B3Z5T14,Garmin Ltd.,USD,33276.0,0.042618,United States,274.06,Consumer Discretionary,Household Durables,9119621.0,GRMN,US,Common Stock,GARMIN LTD
US6541061031,2640147,NIKE Inc. Class B,USD,256065.0,0.042493,United States,35.51,Consumer Discretionary,Textiles Apparel & Luxury Goods,9092868.0,NKE,US,Common Stock,NIKE INC -CL B
CA45823T1066,B04YJV1,Intact Financial Corporation,CAD,49187.0,0.042392,Canada,258.34,Financials,Insurance,9071223.0,IFC,CN,Common Stock,INTACT FINANCIAL CORP
US1696561059,B0X7DZ3,Chipotle Mexican Grill Inc.,USD,271053.0,0.042345,United States,33.43,Consumer Discretionary,Hotels Restaurants & Leisure,9061302.0,CMG,US,Common Stock,CHIPOTLE MEXICAN GRILL INC
BRITUBACNPR1,B037HR3,Itau Unibanco Holding SA Pfd,BRL,1102868.0,0.042266,Brazil,42.33,Financials,Banks,9044387.0,ITUB4,BZ,Preference,ITAU UNIBANCO HOLDING S-PREF
US2786421030,2293819,eBay Inc.,USD,80626.0,0.042139,United States,111.84,Consumer Discretionary,Broadline Retail,9017212.0,EBAY,US,Common Stock,EBAY INC
US98389B1008,2614807,Xcel Energy Inc.,USD,124474.0,0.042057,United States,72.3,Utilities,Electric Utilities,8999470.0,XEL,US,Common Stock,XCEL ENERGY INC
TW0002887007,6451680,TS Financial Holding Co. Ltd.,TWD,6433393.0,0.042027,Taiwan,44.4,Financials,Banks,8993079.0,2887,TT,Common Stock,TS FINANCIAL HOLDING CO LTD
US7607591002,2262530,Republic Services Inc.,USD,41063.0,0.041847,United States,218.07,Industrials,Commercial Services & Supplies,8954608.0,RSG,US,Common Stock,REPUBLIC SERVICES INC
JP3732000009,BF5M0K5,SoftBank Corp.,JPY,5677800.0,0.041817,Japan,248.1,Communication Services,Wireless Telecommunication Services,8948148.0,9434,JP,Common Stock,SOFTBANK CORP
KYG6427A1022,BM93SF4,Netease Inc,HKD,382120.0,0.041785,China,183.6,Communication Services,Entertainment,8941271.0,9999,HK,,
US12504L1098,B6WVMH3,CBRE Group Inc. Class A,USD,63850.0,0.041625,United States,139.5,Real Estate,Real Estate Management & Development,8907075.0,CBRE,US,Common Stock,CBRE GROUP INC - A
NL0011794037,BD0Q398,Koninklijke Ahold Delhaize N.V.,EUR,244671.0,0.041414,Netherlands,31.6,Consumer Staples,Consumer Staples Distribution & Retail,8861964.0,AD,,Common Stock,KONINKLIJKE AHOLD DELHAIZE N
US6311031081,2965107,Nasdaq Inc.,USD,94735.0,0.041412,United States,93.54,Financials,Capital Markets,8861512.0,NDAQ,US,Common Stock,NASDAQ INC
US5949724083,2974329,Strategy Inc Class A,USD,57527.0,0.041379,United States,153.92,Information Technology,Software,8854556.0,MSTR,US,Common Stock,STRATEGY INC
SG9999000020,2353058,Flex Ltd,USD,80858.0,0.041002,United States,108.51,Information Technology,Electronic Equipment Instruments & Components,8773902.0,FLEX,US,Common Stock,FLEX LTD
TW0003037008,6137720,Unimicron Technology Corp.,TWD,284037.0,0.040996,Taiwan,981.0,Information Technology,Electronic Equipment Instruments & Components,8772619.0,3037,TT,Common Stock,UNIMICRON TECHNOLOGY CORP
BRPETRACNOR9,2682365,Petroleo Brasileiro SA,BRL,847504.0,0.040982,Brazil,53.41,Energy,Oil Gas & Consumable Fuels,8769434.0,PETR3,BZ,Common Stock,PETROBRAS - PETROLEO BRAS
TW0002891009,6527666,CTBC Financial Holding Company Ltd.,TWD,3986560.0,0.040765,Taiwan,69.5,Financials,Banks,8723052.0,2891,TT,Common Stock,CTBC FINANCIAL HOLDING CO LT
US19260Q1076,BMC9P69,Coinbase Global Inc. Class A,USD,44716.0,0.040592,United States,194.25,Financials,Capital Markets,8686083.0,COIN,US,Common Stock,COINBASE GLOBAL INC -CLASS A
CA01626P1484,BL56KN2,Alimentation Couche-Tard Inc.,CAD,153808.0,0.040547,Canada,79.02,Consumer Staples,Consumer Staples Distribution & Retail,8676405.0,ATD,CN,Common Stock,ALIMENTATION COUCHE-TARD INC
CH0013841017,7333378,Lonza Group AG,CHF,13085.0,0.040487,Switzerland,545.6,Health Care,Life Sciences Tools & Services,8663522.0,LONN,SW,Common Stock,LONZA GROUP AG-REG
CA21037X1006,B15C4L6,Constellation Software Inc.,CAD,4264.0,0.040443,Canada,2843.09,Information Technology,Software,8654295.0,CSU,CN,Common Stock,CONSTELLATION SOFTWARE INC
TW0002885001,6424110,Yuanta Financial Holding Co. Ltd.,TWD,3919834.0,0.040371,Taiwan,70.0,Financials,Financial Services,8638752.0,2885,TT,Common Stock,YUANTA FINANCIAL HOLDING CO
US70450Y1038,BYW36M8,PayPal Holdings Inc.,USD,164684.0,0.040335,United States,52.41,Financials,Financial Services,8631088.0,PYPL,US,Common Stock,PAYPAL HOLDINGS INC
JP3877600001,6569464,Marubeni Corporation,JPY,272900.0,0.040311,Japan,4976.0,Industrials,Trading Companies & Distributors,8626015.0,8002,JP,Common Stock,MARUBENI CORP
TW0002383007,6316121,Elite Material Co. Ltd.,TWD,56000.0,0.04029,Taiwan,4890.0,Information Technology,Electronic Equipment Instruments & Components,8621488.0,2383,TT,Common Stock,ELITE MATERIAL CO LTD
SA14TG012N13,BJTM270,Saudi Arabian Oil Co.,SAR,1264988.0,0.040226,Saudi Arabia,25.56,Energy,Oil Gas & Consumable Fuels,8607697.0,ARAMCO,AB,Common Stock,SAUDI ARABIAN OIL CO
FR0000120644,B1Y9TB3,Danone SA,EUR,123992.0,0.040208,France,60.54,Consumer Staples,Food Products,8603923.0,BN,FP,Common Stock,DANONE
US45168D1046,2459202,IDEXX Laboratories Inc.,USD,16811.0,0.040196,United States,511.65,Health Care,Health Care Equipment & Supplies,8601348.0,IDXX,US,Common Stock,IDEXX LABORATORIES INC
FR0010307819,B11ZRK9,Legrand SA,EUR,55235.0,0.040178,France,135.8,Industrials,Electrical Equipment,8597548.0,LR,FP,Common Stock,LEGRAND SA
JP3476480003,B601QS4,Daiichi Life Group. Inc.,JPY,706400.0,0.040126,Japan,1913.5,Financials,Insurance,8586288.0,8750,JP,Common Stock,DAIICHI LIFE GROUP INC
US92276F1003,2927925,Ventas Inc.,USD,98746.0,0.040004,United States,86.69,Real Estate,Health Care Reits,8560291.0,VTR,US,REIT,VENTAS INC
US1468691027,BYQHPG3,Carvana Co. Class A,USD,131375.0,0.039974,United States,65.11,Consumer Discretionary,Specialty Retail,8553826.0,CVNA,US,Common Stock,CARVANA CO
US31488V1070,BS6VHW3,Ferguson Enterprises Inc.,USD,39771.0,0.039854,United States,214.43,Industrials,Trading Companies & Distributors,8528096.0,FERG,US,Common Stock,FERGUSON ENTERPRISES INC
US25278X1090,B7Y8YR3,Diamondback Energy Inc.,USD,44087.0,0.039644,United States,192.42,Energy,Oil Gas & Consumable Fuels,8483221.0,FANG,US,Common Stock,DIAMONDBACK ENERGY INC
US49271V1008,BD3W133,Keurig Dr Pepper Inc.,USD,273711.0,0.039601,United States,30.96,Consumer Staples,Beverages,8474093.0,KDP,US,Common Stock,KEURIG DR PEPPER INC
AT0000652011,5289837,Erste Group Bank AG,EUR,62227.0,0.039598,Austria,118.8,Financials,Banks,8473361.0,EBS,AV,Common Stock,ERSTE GROUP BANK AG
CA7063271034,B4PT2P8,Pembina Pipeline Corporation,CAD,178352.0,0.039574,Canada,66.51,Energy,Oil Gas & Consumable Fuels,8468156.0,PPL,CN,Common Stock,PEMBINA PIPELINE CORP
JP3854600008,6435145,Honda Motor Co. Ltd.,JPY,788300.0,0.039524,Japan,1689.0,Consumer Discretionary,Automobiles,8457606.0,7267,JP,Common Stock,HONDA MOTOR CO LTD
SE0017486889,BLDBN41,Atlas Copco AB Class A,SEK,422716.0,0.039476,Sweden,197.2,Industrials,Machinery,8447338.0,ATCOA,SS,Common Stock,ATLAS COPCO AB-A SHS
ES0173516115,5669354,Repsol SA,EUR,247760.0,0.039296,Spain,29.61,Energy,Oil Gas & Consumable Fuels,8408723.0,REP,SM,Common Stock,REPSOL SA
US5950171042,2592174,Microchip Technology Incorporated,USD,114404.0,0.039173,United States,73.27,Information Technology,Semiconductors & Semiconductor Equipment,8382381.0,MCHP,US,Common Stock,MICROCHIP TECHNOLOGY INC
BRPETRACNPR6,2684532,Petroleo Brasileiro SA Pfd,BRL,891696.0,0.039155,Brazil,48.5,Energy,Oil Gas & Consumable Fuels,8378491.5,PETR4,BZ,Preference,PETROBRAS - PETROLEO BRAS-PR
US64110D1046,2630643,NetApp Inc.,USD,42104.0,0.038917,United States,197.79,Information Technology,Technology Hardware Storage & Peripherals,8327750.0,NTAP,US,Common Stock,NETAPP INC
JP3733000008,6640400,NEC Corporation,JPY,272300.0,0.038897,Japan,4812.0,Information Technology,It Services,8323376.5,6701,JP,Common Stock,NEC CORP
JP3818000006,6356945,Fujitsu Limited,JPY,329200.0,0.038885,Japan,3979.0,Information Technology,It Services,8320703.0,6702,JP,Common Stock,FUJITSU LIMITED
SE0000667891,B1VQ252,Sandvik AB,SEK,221779.0,0.03885,Sweden,369.9,Industrials,Machinery,8313215.0,SAND,SS,Common Stock,SANDVIK AB
US45841N1072,B1WT4X2,Interactive Brokers Group Inc. Class A,USD,91627.0,0.038833,United States,90.69,Financials,Capital Markets,8309652.5,IBKR,US,Common Stock,INTERACTIVE BROKERS GRO-CL A
US7223041028,BYVW0F7,PDD Holdings Inc. Sponsored ADR Class A,USD,105289.0,0.038822,China,78.9,Consumer Discretionary,Broadline Retail,8307302.0,PDD,US,,
US5926881054,2126249,Mettler-Toledo International Inc.,USD,5963.0,0.038799,United States,1392.32,Health Care,Life Sciences Tools & Services,8302404.0,MTD,US,Common Stock,METTLER-TOLEDO INTERNATIONAL
CH0012214059,7110753,Holcim Ltd,CHF,101090.0,0.038731,Switzerland,67.56,Materials,Construction Materials,8287895.0,HOLN,SW,Common Stock,HOLCIM LTD
IT0000062072,4056719,Assicurazioni Generali S.p.A.,EUR,159580.0,0.038705,Italy,45.28,Financials,Insurance,8282192.0,G,IM,Common Stock,GENERALI
AEE000401019,6322173,Emirates Telecommunications Group Company PJSC,AED,1399012.0,0.03845,United Arab Emirates,21.6,Communication Services,Diversified Telecommunication Services,8227690.5,EAND,UH,Common Stock,EMIRATES TELECOM GROUP CO
US7766961061,2749602,Roper Technologies Inc.,USD,22069.0,0.038442,United States,372.74,Information Technology,Software,8225999.0,ROP,US,Common Stock,ROPER TECHNOLOGIES INC
FR0000125007,7380482,Compagnie de Saint-Gobain SA,EUR,103768.0,0.038419,France,69.12,Industrials,Building Products,8221056.0,SGO,FP,Common Stock,COMPAGNIE DE SAINT GOBAIN
US8718291078,2868165,Sysco Corporation,USD,103938.0,0.038397,United States,79.05,Consumer Staples,Consumer Staples Distribution & Retail,8216299.0,SYY,US,Common Stock,SYSCO CORP
US8522341036,BYNZGK1,Block Inc. Class A,USD,107621.0,0.038364,United States,76.28,Financials,Financial Services,8209330.0,XYZ,US,Common Stock,BLOCK INC
CA15101Q2071,BSCB6L9,Celestica Inc.,CAD,24713.0,0.038348,Canada,465.13,Information Technology,Electronic Equipment Instruments & Components,8205853.0,CLS,CN,Common Stock,CELESTICA INC
US81141R1005,BYWD7L4,Sea Limited Sponsored ADR Class A,USD,79442.0,0.03779,Singapore,101.79,Consumer Discretionary,Broadline Retail,8086401.0,SE,US,,
GB00BSZBP530,BSZBP53,Reckitt Benckiser Group plc,GBP,122703.0,0.037757,United Kingdom,49.28,Consumer Staples,Household Products,8079436.5,RKT,LN,Common Stock,RECKITT BENCKISER GROUP PLC
US9418481035,2937689,Waters Corporation,USD,19130.0,0.037693,United States,421.63,Health Care,Life Sciences Tools & Services,8065782.0,WAT,US,Common Stock,WATERS CORP
US0268747849,2027342,American International Group Inc.,USD,106849.0,0.037614,United States,75.33,Financials,Insurance,8048935.0,AIG,US,Common Stock,AMERICAN INTERNATIONAL GROUP
US7443201022,2819118,Prudential Financial Inc.,USD,67825.0,0.037528,United States,118.4,Financials,Insurance,8030480.0,PRU,US,Common Stock,PRUDENTIAL FINANCIAL INC
FR0000133308,5176177,Orange SA,EUR,466008.0,0.037517,France,15.03,Communication Services,Diversified Telecommunication Services,8028099.5,ORA,FP,Common Stock,ORANGE
TW0002884004,6433912,E.SUN Financial Holding Co. Ltd.,TWD,5494815.0,0.037512,Taiwan,46.4,Financials,Banks,8027058.0,2884,TT,Common Stock,E.SUN FINANCIAL HOLDING CO
JP3249600002,6499260,Kyocera Corporation,JPY,346800.0,0.037443,Japan,3637.0,Information Technology,Electronic Equipment Instruments & Components,8012142.5,6971,JP,Common Stock,KYOCERA CORP
US55354G1004,B2972D2,MSCI Inc. Class A,USD,14488.0,0.037432,United States,552.87,Financials,Capital Markets,8009980.5,MSCI,US,Common Stock,MSCI INC
US0394831020,2047317,Archer-Daniels-Midland Company,USD,93891.0,0.037375,United States,85.18,Consumer Staples,Food Products,7997635.5,ADM,US,Common Stock,ARCHER-DANIELS-MIDLAND CO
US2091151041,2216850,Consolidated Edison Inc.,USD,75660.0,0.037278,United States,105.43,Utilities,Multi-Utilities,7976834.0,ED,US,Common Stock,CONSOLIDATED EDISON INC
GB00BMX86B70,BMX86B7,Haleon PLC,GBP,1745828.0,0.03714,United Kingdom,3.407,Health Care,Pharmaceuticals,7947468.0,HLN,LN,Common Stock,HALEON PLC
CA67077M1086,BDRJLN0,Nutrien Ltd.,CAD,103044.0,0.03711,Canada,107.95,Materials,Chemicals,7940890.0,NTR,CN,Common Stock,NUTRIEN LTD
ZAE000018123,6280215,Gold Fields Limited,ZAR,187127.0,0.036941,South Africa,688.78,Materials,Metals & Mining,7904896.5,GFI,SJ,Common Stock,GOLD FIELDS LTD
IL0006046119,6076425,Bank Leumi Le-Israel B.M.,ILS,306700.0,0.036866,Israel,78.11,Financials,Banks,7888808.5,LUMI,IT,Common Stock,BANK LEUMI LE-ISRAEL
CA3039011026,2566351,Fairfax Financial Holdings Limited,CAD,4907.0,0.03675,Canada,2244.95,Financials,Insurance,7864056.0,FFH,CN,Common Stock,FAIRFAX FINANCIAL HLDGS LTD
CA13321L1085,2166160,Cameco Corporation,CAD,85709.0,0.036628,Canada,128.1,Energy,Oil Gas & Consumable Fuels,7837895.5,CCO,CN,Common Stock,CAMECO CORP
INE018A01030,B0166K8,Larsen & Toubro Limited,INR,194356.0,0.036566,India,3860.0,Industrials,Construction & Engineering,7824511.5,LT,IN,Common Stock,LARSEN & TOUBRO LTD
JP3946750001,BYT8165,Japan Post Bank Co. Ltd.,JPY,376700.0,0.0365,Japan,3264.0,Financials,Banks,7810377.5,7182,JP,Common Stock,JAPAN POST BANK CO LTD
JP3407400005,6858708,Sumitomo Electric Industries Ltd.,JPY,588700.0,0.036358,Japan,2080.5,Consumer Discretionary,Automobile Components,7780151.0,5802,JP,Common Stock,SUMITOMO ELECTRIC INDUSTRIES
US98138H1014,B8K6ZD1,Workday Inc. Class A,USD,40121.0,0.03635,United States,193.87,Information Technology,Software,7778258.5,WDAY,US,Common Stock,WORKDAY INC-CLASS A
US14448C1045,BK4N0D7,Carrier Global Corp.,USD,144290.0,0.036331,United States,53.88,Industrials,Building Products,7774345.0,CARR,US,Common Stock,CARRIER GLOBAL CORP
US7731211089,BT6C8Z3,Rocket Lab Corporation,USD,119427.0,0.036037,United States,64.57,Industrials,Aerospace & Defense,7711401.5,RKLB,US,Common Stock,ROCKET LAB CORP
US90138F1021,BD6P5Q0,Twilio Inc. Class A,USD,31613.0,0.036024,United States,243.84,Information Technology,It Services,7708514.0,TWLO,US,Common Stock,TWILIO INC - A
CH0010645932,5980613,Givaudan SA,CHF,1952.0,0.035966,Switzerland,3249.0,Materials,Chemicals,7696193.5,GIVN,SW,Common Stock,GIVAUDAN-REG
IT0004176001,B1W4V69,Prysmian S.p.A.,EUR,54825.0,0.03596,Italy,122.45,Industrials,Electrical Equipment,7694809.0,PRY,IM,Common Stock,PRYSMIAN SPA
US8740541094,2122117,Take-Two Interactive Software Inc.,USD,37304.0,0.035816,United States,205.45,Communication Services,Entertainment,7664107.0,TTWO,US,Common Stock,TAKE-TWO INTERACTIVE SOFTWRE
CH0418792922,BF2DSG3,Sika AG,CHF,34474.0,0.03567,Switzerland,182.45,Materials,Chemicals,7632766.5,SIKA,SW,Common Stock,SIKA AG-REG
US7043261079,2674458,Paychex Inc.,USD,65678.0,0.035647,United States,116.14,Industrials,Professional Services,7627843.0,PAYX,US,Common Stock,PAYCHEX INC
CH1335392721,BRC2T72,Galderma Group AG,CHF,39645.0,0.035557,Switzerland,158.15,Health Care,Pharmaceuticals,7608588.0,GALD,SW,Common Stock,GALDERMA GROUP AG
JP3538800008,6869302,TDK Corporation,JPY,420100.0,0.03548,Japan,2845.0,Information Technology,Electronic Equipment Instruments & Components,7592088.5,6762,JP,Common Stock,TDK CORP
JP3304200003,6496584,Komatsu Ltd.,JPY,170400.0,0.035469,Japan,7012.0,Industrials,Machinery,7589930.0,6301,JP,Common Stock,KOMATSU LTD
DK0060079531,B1WT5G2,DSV A/S,DKK,38865.0,0.035464,Denmark,1273.5,Industrials,Air Freight & Logistics,7588865.0,DSV,DC,Common Stock,DSV A/S
INE296A01032,BTFGH15,Bajaj Finance Limited,INR,708416.0,0.035461,India,1027.0,Financials,Consumer Finance,7588060.5,BAF,IN,Common Stock,BAJAJ FINANCE LTD
JP3164720009,6635677,Renesas Electronics Corporation,JPY,360900.0,0.035451,Japan,3309.0,Information Technology,Semiconductors & Semiconductor Equipment,7585948.5,6723,JP,Common Stock,RENESAS ELECTRONICS CORP
DK0010274414,4588825,Danske Bank A/S,DKK,131755.0,0.03544,Denmark,375.4,Financials,Banks,7583690.0,DANSKE,DC,Common Stock,DANSKE BANK A/S
INE238A01034,BPFJHC7,Axis Bank Limited,INR,585633.0,0.03542,India,1240.9,Financials,Banks,7579391.0,AXSB,IN,Common Stock,AXIS BANK LTD
US2521311074,B0796X4,DexCom Inc.,USD,84550.0,0.035304,United States,89.35,Health Care,Health Care Equipment & Supplies,7554542.5,DXCM,US,Common Stock,DEXCOM INC
CA7392391016,2697701,Power Corporation of Canada,CAD,111164.0,0.035068,Canada,94.56,Financials,Insurance,7504046.0,POW,CN,Common Stock,POWER CORP OF CANADA
MXP370841019,2643674,Grupo Mexico S.A.B. de C.V. Class B,MXN,613022.0,0.035016,Mexico,210.72,Materials,Metals & Mining,7492807.5,GMEXICOB,MM,Common Stock,GRUPO MEXICO SAB DE CV-SER B
US4165151048,2476193,Hartford Insurance Group Inc.,USD,56537.0,0.034847,United States,131.89,Financials,Insurance,7456665.0,HIG,US,Common Stock,HARTFORD INSURANCE GROUP INC
SE0017486897,BLDBN52,Atlas Copco AB Class B,SEK,429966.0,0.034829,Sweden,171.05,Industrials,Machinery,7452834.5,ATCOB,SS,Common Stock,ATLAS COPCO AB-B SHS
TW0002881000,6411673,Fubon Financial Holding Co. Ltd.,TWD,1570349.0,0.034772,Taiwan,150.5,Financials,Insurance,7440772.0,2881,TT,Common Stock,FUBON FINANCIAL HOLDING CO
US23331A1097,2250687,D.R. Horton Inc.,USD,53898.0,0.034764,United States,138.02,Consumer Discretionary,Household Durables,7439002.0,DHI,US,Common Stock,DR HORTON INC
US9884981013,2098876,Yum! Brands Inc.,USD,53586.0,0.034555,United States,137.99,Consumer Discretionary,Hotels Restaurants & Leisure,7394332.0,YUM,US,Common Stock,YUM! BRANDS INC
GB00B19NLV48,B19NLV4,Experian PLC,GBP,201831.0,0.034367,United Kingdom,27.27,Industrials,Professional Services,7354078.0,EXPN,LN,Common Stock,EXPERIAN PLC
US4523271090,2613990,Illumina Inc.,USD,30519.0,0.034175,United States,239.62,Health Care,Life Sciences Tools & Services,7312963.0,ILMN,US,Common Stock,ILLUMINA INC
GB00B1YW4409,B1YW440,3i Group plc,GBP,203861.0,0.033911,United Kingdom,26.64,Financials,Capital Markets,7256438.5,III,LN,Common Stock,3I GROUP PLC
US8793601050,2503477,Teledyne Technologies Incorporated,USD,12007.0,0.033861,United States,603.46,Information Technology,Electronic Equipment Instruments & Components,7245744.0,TDY,US,Common Stock,TELEDYNE TECHNOLOGIES INC
JP3802400006,6356934,Fanuc Corporation,JPY,194400.0,0.033771,Japan,5852.0,Industrials,Machinery,7226481.0,6954,JP,Common Stock,FANUC CORP
BMG0450A1053,2740542,Arch Capital Group Ltd.,USD,74331.0,0.033656,United States,96.89,Financials,Insurance,7201930.5,ACGL,US,Common Stock,ARCH CAPITAL GROUP LTD
BE0003565737,4497749,KBC Group N.V.,EUR,47898.0,0.033635,Belgium,131.1,Financials,Banks,7197480.5,KBC,BB,Common Stock,KBC GROUP NV
INE101A01026,6100186,Mahindra & Mahindra Ltd.,INR,225590.0,0.033569,India,3053.05,Consumer Discretionary,Automobiles,7183328.5,MM,IN,Common Stock,MAHINDRA & MAHINDRA LTD
NO0010096985,7133608,Equinor ASA,NOK,161737.0,0.033561,Norway,419.0,Energy,Oil Gas & Consumable Fuels,7181531.0,EQNR,NO,Common Stock,EQUINOR ASA
US46284V1017,BVFTF03,Iron Mountain Inc.,USD,62731.0,0.033519,United States,114.34,Real Estate,Specialized Reits,7172662.5,IRM,US,REIT,IRON MOUNTAIN INC
US29084Q1004,2474164,EMCOR Group Inc.,USD,9559.0,0.033508,United States,750.09,Industrials,Construction & Engineering,7170110.5,EME,US,Common Stock,EMCOR GROUP INC
US05464C1018,BDT5S35,Axon Enterprise Inc,USD,16005.0,0.03349,United States,447.76,Industrials,Aerospace & Defense,7166399.0,AXON,US,Common Stock,AXON ENTERPRISE INC
CH1243598427,BLPLD38,Sandoz Group Ltd,CHF,86057.0,0.033489,Switzerland,68.62,Health Care,Pharmaceuticals,7166108.5,SDZ,SW,Common Stock,SANDOZ GROUP AG
