company,brand,type,year,rev_eok,ebit_eok,fs,rcept_no,source,note
페렌벨,썸바이미,brand,2019,372.2,157.3,별도,20210413000080,DART 감사보고서,해당연도 보고서 없음 → 차기 보고서의 전기 수치
페렌벨,썸바이미,brand,2020,727.2,372.4,별도,20220413001068,DART 감사보고서,
페렌벨,썸바이미,brand,2021,618.7,254.0,별도,20230407000449,DART 감사보고서,
페렌벨,썸바이미,brand,2022,624.9,222.9,별도,20240401000420,DART 감사보고서,
페렌벨,썸바이미,brand,2023,706.5,252.6,별도,20250328001599,DART 감사보고서,
페렌벨,썸바이미,brand,2024,992.4,317.0,연결,20260331002021,DART 감사보고서,해당연도 보고서 없음 → 차기 보고서의 전기 수치
페렌벨,썸바이미,brand,2025,1124.5,322.8,연결,20260331002021,DART 감사보고서,
브랜드501,닥터멜락신 (브랜드 확인 필요),brand,2024,800.5,29.0,별도,20260414001700,DART 감사보고서,해당연도 보고서 없음 → 차기 보고서의 전기 수치
브랜드501,닥터멜락신 (브랜드 확인 필요),brand,2025,2336.6,142.3,별도,20260414001700,DART 감사보고서,
더마펌,더마펌,brand,2017,143.5,69.2,별도,20190426000534,DART 감사보고서,해당연도 보고서 없음 → 차기 보고서의 전기 수치
더마펌,더마펌,brand,2018,295.2,179.1,별도,20200410002767,DART 감사보고서,
더마펌,더마펌,brand,2019,387.2,200.9,연결,20210429000704,DART 감사보고서,해당연도 보고서 없음 → 차기 보고서의 전기 수치
더마펌,더마펌,brand,2020,315.6,91.9,연결,20220429000568,DART 감사보고서,재작성값 사용(차기 보고서 전기); 최초 공시 매출 315.0/영업이익 72.7억
더마펌,더마펌,brand,2021,805.1,135.2,연결,20220429000568,DART 감사보고서,차기 보고서 전기 재작성 523.8억(중단사업 분류 등)과 20%+ 차이 → 최초 공시값 사용
더마펌,더마펌,brand,2022,475.9,22.8,연결,20240405003447,DART 감사보고서,
더마펌,더마펌,brand,2023,1073.2,44.4,연결,20250402001734,DART 감사보고서,
더마펌,더마펌,brand,2024,679.4,-206.6,연결,20260403001805,DART 감사보고서,
더마펌,더마펌,brand,2025,587.5,-183.0,연결,20260403001805,DART 감사보고서,
더스킨팩토리,쿤달,brand,2019,318.5,76.5,별도,20210406002530,DART 감사보고서,헤어·바디 중심; 해당연도 보고서 없음 → 차기 보고서의 전기 수치
더스킨팩토리,쿤달,brand,2020,1206.9,334.5,별도,20220413001353,DART 감사보고서,헤어·바디 중심
더스킨팩토리,쿤달,brand,2021,805.8,103.9,연결,20230414000273,DART 감사보고서,헤어·바디 중심; 해당연도 보고서 없음 → 차기 보고서의 전기 수치
더스킨팩토리,쿤달,brand,2022,964.8,116.3,연결,20240415000176,DART 감사보고서,헤어·바디 중심
더스킨팩토리,쿤달,brand,2023,1149.6,112.1,연결,20250415000509,DART 감사보고서,헤어·바디 중심
더스킨팩토리,쿤달,brand,2024,1164.0,97.4,연결,20260416000192,DART 감사보고서,헤어·바디 중심
더스킨팩토리,쿤달,brand,2025,1248.1,138.7,연결,20260416000192,DART 감사보고서,헤어·바디 중심
와이어트,닥터포헤어,brand,2020,138.3,-15.2,별도,20220408000868,DART 감사보고서,헤어케어 중심; 해당연도 보고서 없음 → 차기 보고서의 전기 수치
와이어트,닥터포헤어,brand,2021,624.5,-67.8,연결,20230404002834,DART 감사보고서,헤어케어 중심; 해당연도 보고서 없음 → 차기 보고서의 전기 수치
와이어트,닥터포헤어,brand,2022,583.5,-39.5,연결,20240329002000,DART 감사보고서,헤어케어 중심
와이어트,닥터포헤어,brand,2023,649.0,74.4,연결,20250407001660,DART 감사보고서,헤어케어 중심; 재작성값 사용(차기 보고서 전기); 최초 공시 매출 739.9/영업이익 81.3억
와이어트,닥터포헤어,brand,2024,954.7,22.6,연결,20260330000637,DART 감사보고서,헤어케어 중심
와이어트,닥터포헤어,brand,2025,1287.1,39.7,연결,20260330000637,DART 감사보고서,헤어케어 중심
코스토리,파파레서피,brand,2016,1452.5,441.9,연결,20180426000356,DART 감사보고서,파파레서피·잉가 2025-04 처분; 해당연도 보고서 없음 → 차기 보고서의 전기 수치
코스토리,파파레서피,brand,2017,2136.1,930.9,연결,20180426000356,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2018,1435.1,436.3,별도,20200408001558,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2019,943.0,201.0,별도,20210409002258,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2020,610.1,40.4,별도,20220408000576,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2021,597.4,94.0,별도,20230411000375,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2022,207.6,-25.6,별도,20240411000798,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2023,291.8,-44.0,별도,20240411000798,DART 감사보고서,파파레서피·잉가 2025-04 처분; 차기 보고서 전기 재작성 8.8억(중단사업 분류 등)과 20%+ 차이 → 최초 공시값 사용
코스토리,파파레서피,brand,2024,11.1,-33.8,별도,20260410001070,DART 감사보고서,파파레서피·잉가 2025-04 처분
코스토리,파파레서피,brand,2025,14.8,28.6,별도,20260410001070,DART 감사보고서,파파레서피·잉가 2025-04 처분
클레어스코리아,게리쏭(마유크림),brand,2015,1681.5,602.8,연결,20170405002505,DART 감사보고서,
클레어스코리아,게리쏭(마유크림),brand,2016,696.0,-31.6,연결,20180406002370,DART 감사보고서,
클레어스코리아,게리쏭(마유크림),brand,2017,556.4,-9.6,연결,20190411000190,DART 감사보고서,재작성값 사용(차기 보고서 전기); 최초 공시 매출 655.4/영업이익 -0.7억
클레어스코리아,게리쏭(마유크림),brand,2018,337.4,-89.1,연결,20200401000716,DART 감사보고서,재작성값 사용(차기 보고서 전기); 최초 공시 매출 398.1/영업이익 -96.7억
클레어스코리아,게리쏭(마유크림),brand,2019,151.2,-142.5,연결,20210414001822,DART 감사보고서,
클레어스코리아,게리쏭(마유크림),brand,2020,104.3,-115.9,연결,20220414000177,DART 감사보고서,
클레어스코리아,게리쏭(마유크림),brand,2021,71.1,-33.4,연결,20220414000177,DART 감사보고서,
